#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         630       -0.84    -0.90781  0.00257553
         631       -0.92   -0.907829  0.00257152
         632       -0.92   -0.907848  0.00256752
         633       -0.92   -0.907867  0.00256354
         634       -0.92   -0.907886  0.00255957
         635       -0.92   -0.907906  0.00255561
         636       -0.92   -0.907925  0.00255166
         637       -0.92   -0.907943  0.00254772
         638       -0.92   -0.907962   0.0025438
         639       -0.92   -0.907981  0.00253989
         640       -0.92      -0.908  0.00253599
         641       -0.92   -0.908019   0.0025321
         642       -0.92   -0.908037  0.00252823
         643       -0.92   -0.908056  0.00252436
         644       -0.92   -0.908075  0.00252051
         645       -0.92   -0.908093  0.00251667
         646       -0.92   -0.908111  0.00251285
         647       -0.92    -0.90813  0.00250903
         648       -0.92   -0.908148  0.00250522
         649       -0.92   -0.908166  0.00250143
         650       -0.92   -0.908185  0.00249765
         651       -0.92   -0.908203  0.00249388
         652       -0.92   -0.908221  0.00249012
         653       -0.92   -0.908239  0.00248637
         654       -0.92   -0.908257  0.00248263
         655       -0.92   -0.908275  0.00247891
         656       -0.92   -0.908293  0.00247519
         657       -0.76   -0.908067   0.0024817
         658       -0.76   -0.907842   0.0024881
         659       -0.84   -0.907739  0.00248646
         660       -0.84   -0.907636  0.00248481
         661       -0.84   -0.907534  0.00248315
         662       -0.84   -0.907432   0.0024815
         663       -0.84    -0.90733  0.00247984
         664       -0.84   -0.907229  0.00247818
         665       -0.84   -0.907128  0.00247651
         666       -0.84   -0.907027  0.00247484
         667       -0.84   -0.906927  0.00247317
         668       -0.84   -0.906826   0.0024715
         669       -0.84   -0.906726  0.00246982
         670       -0.84   -0.906627  0.00246814
         671       -0.84   -0.906528  0.00246646
         672       -0.84   -0.906429  0.00246478
         673       -0.84    -0.90633  0.00246309
         674       -0.84   -0.906231   0.0024614
         675       -0.84   -0.906133  0.00245971
         676       -0.84   -0.906036  0.00245802
         677       -0.84   -0.905938  0.00245632
         678       -0.84   -0.905841  0.00245462
         679       -0.84   -0.905744  0.00245292
         680       -0.84   -0.905647  0.00245122
         681       -0.84   -0.905551  0.00244951
         682       -0.84   -0.905455  0.00244781
         683       -0.76   -0.905242  0.00245347
         684       -0.76   -0.905029  0.00245905
         685       -0.76   -0.904818  0.00246456
         686       -0.84   -0.904723  0.00246278
         687       -0.84   -0.904629    0.002461
         688       -0.84   -0.904535  0.00245921
         689       -0.84   -0.904441  0.00245742
         690       -0.68   -0.904116   0.0024753
         691       -0.68   -0.903792  0.00249287
         692       -0.76   -0.903584  0.00249792
         693       -0.84   -0.903492    0.002496
         694       -0.84   -0.903401  0.00249408
         695       -0.84   -0.903309  0.00249215
         696       -0.84   -0.903218  0.00249023
         697       -0.84   -0.903128  0.00248831
         698       -0.84   -0.903037  0.00248639
         699       -0.84   -0.902947  0.00248447
         700       -0.84   -0.902857  0.00248255
         701       -0.84   -0.902767  0.00248062
         702       -0.84   -0.902678   0.0024787
         703       -0.92   -0.902703   0.0024753
         704       -0.92   -0.902727   0.0024719
